Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Budapest, Magyarország",06/07/2020,27.6,16.6,22.1,,27.6,17.17,,,15.1,127.88,52,10,13.6,66.3,Rain
"Budapest, Magyarország",06/08/2020,23.4,15,18.7,,,21,,,16.2,295.25,28.8,9.9,22.3,77.61,Rain
"Budapest, Magyarország",06/09/2020,23.9,14.4,18.7,,,12.14,,,9.6,195.33,,10,26,79.13,"Rain, Partially cloudy"
"Budapest, Magyarország",06/10/2020,21.6,16.1,18.4,,,7.97,,,9.5,117.88,,9.2,25.8,86.02,"Rain, Partially cloudy"
"Budapest, Magyarország",06/11/2020,22.9,13.4,18.6,,,0.2,,,10.6,100.67,,10,10,81.08,Rain
"Budapest, Magyarország",06/12/2020,26.4,14.8,20.7,,,0,,,8.9,284,,10,22.3,71.97,Clear
"Budapest, Magyarország",06/13/2020,29,17.3,23.5,,29.4,1.24,,,12.7,268.83,,10,8.8,66.13,Rain
"Budapest, Magyarország",06/14/2020,27.7,17.6,20.8,,28.8,19.23,,,20.5,215.21,34.4,9.5,14.6,82.44,Rain
"Budapest, Magyarország",06/15/2020,23.4,16.5,19.6,,,4.36,,,8.9,282,25.2,8.7,29.6,86.14,"Rain, Partially cloudy"
"Budapest, Magyarország",06/16/2020,23,16.4,19,,,25.77,,,15.2,169.58,25.2,8.6,32.9,90.22,"Rain, Partially cloudy"
"Budapest, Magyarország",06/17/2020,24.7,17.3,19.9,,,14.73,,,14.3,283.04,,9.7,25.4,87.65,"Rain, Partially cloudy"
"Budapest, Magyarország",06/18/2020,21.5,17.1,19.1,,,28.68,,,19.9,224.33,32.4,9.3,29,86.54,"Rain, Partially cloudy"
"Budapest, Magyarország",06/19/2020,21.5,17,19.2,,,0,,,19.2,283.21,31.3,10,23.8,75.31,Clear
"Budapest, Magyarország",06/20/2020,19.3,16,17.4,,,0,,,22.2,301.83,39.6,10,25,79.2,Clear
"Budapest, Magyarország",06/21/2020,21.6,14.9,18.4,,,2.69,,,19.6,305.25,32.5,9.8,24.2,83.48,Rain
"Budapest, Magyarország",06/22/2020,23.8,17.8,20.2,,,0.4,,,28.3,320.5,32.4,10,7.6,75.47,Rain
"Budapest, Magyarország",06/23/2020,25.8,18.8,21.9,,,0.2,,,22.1,321.42,48.2,10,8.7,54.98,Rain
"Budapest, Magyarország",06/24/2020,25,17.1,20.7,,,0,,,11.3,297.29,26.7,10,0,53.91,Clear
"Budapest, Magyarország",06/25/2020,26.2,14.3,21.1,,,0,,,9.4,145.88,,10,0.6,65.77,Clear
"Budapest, Magyarország",06/26/2020,28.5,16.5,22.3,,29.1,1.35,,,19.7,145.42,28.8,10,7.2,72.61,Rain
"Budapest, Magyarország",06/27/2020,31,18.7,24.8,,31.4,0,,,13.8,139.38,25.2,10,4.4,67.61,Clear
"Budapest, Magyarország",06/28/2020,32.1,18.2,25.8,,32.8,0,,,20.1,148.21,44.6,9.8,6.2,66.3,Clear
"Budapest, Magyarország",06/29/2020,31,18.3,23.2,,31.8,10.07,,,27.5,190.43,53.6,9.8,8.9,74.22,Rain
"Budapest, Magyarország",06/30/2020,27.4,16.6,22.1,,27.4,0,,,14.4,271.42,28.8,10,3,64.65,Clear
"Budapest, Magyarország",07/01/2020,31,16.6,24.3,,31.1,0,,,12.2,143.08,25.2,10,0.5,64.05,Clear
"Budapest, Magyarország",07/02/2020,30.3,20,24.9,,31.3,13.9,,,10.1,166.5,,10,8.6,68.5,Rain
"Budapest, Magyarország",07/03/2020,26.1,19.1,22.6,,,0,,,23.7,275.67,39.6,9.8,10.1,72.77,Clear
"Budapest, Magyarország",07/04/2020,27,18.2,22.5,,27.4,0,,,9.9,303.29,,10,14,64.94,Clear
"Budapest, Magyarország",07/05/2020,29.4,15.5,23.5,,28.5,0,,,15.6,314.42,28.8,10,0.5,53.43,Clear
"Budapest, Magyarország",07/06/2020,31.1,16.7,24.8,,30.2,0,,,29,257.79,50.4,10,3.5,59.51,Clear
"Budapest, Magyarország",07/07/2020,22.4,14.2,18.9,,,5.8,,,30.2,316.38,55.4,10,16.2,60.46,Rain
"Budapest, Magyarország",07/08/2020,25.3,10.4,18.9,,,0,,,11.5,264.21,25.2,10,0,55.94,Clear
"Budapest, Magyarország",07/09/2020,29.4,16.6,22.9,,28.9,0,,,12,213.54,25.2,10.7,1.4,57.22,Clear
"Budapest, Magyarország",07/10/2020,32.6,16.3,25.3,,31.7,0,,,15.1,136.08,35.3,10.6,0.1,54.13,Clear
"Budapest, Magyarország",07/11/2020,31.8,18,23.8,,31.6,0.4,,,26.2,183.04,50.1,10.6,1.8,57.63,Rain
"Budapest, Magyarország",07/12/2020,20.9,13.6,16.8,,,5.58,,,15.8,179.46,25.2,10.6,10.6,75.81,Rain
"Budapest, Magyarország",07/13/2020,23.2,11.5,17.7,,,0.1,,,7.9,137.96,,10.7,1,61.48,Rain
"Budapest, Magyarország",07/14/2020,23.9,10.9,18,,,0.2,,,11.1,72.88,,10.6,0.7,57.38,Rain
"Budapest, Magyarország",07/15/2020,25.8,11.5,19.3,,,0,,,7,123.83,,10.6,1.1,58.47,Clear
"Budapest, Magyarország",07/16/2020,24.1,13.8,19.3,,,0.1,,,14,259.13,32.4,10.6,3.3,65.42,Rain
"Budapest, Magyarország",07/17/2020,19.5,15,16.9,,,7.31,,,12.7,232.79,28.8,10,8.5,81.7,Rain
"Budapest, Magyarország",07/18/2020,21,14.2,17.2,,,4.29,,,7.9,158.04,,10.3,9.8,81.19,Rain
"Budapest, Magyarország",07/19/2020,21.5,14.2,17.5,,,5.86,,,11.2,147.88,,10.2,6.1,89.96,Rain
"Budapest, Magyarország",07/20/2020,28.3,14.9,21.7,,28.4,3.85,,,10.9,218.46,25.2,12,5,72.15,Rain
"Budapest, Magyarország",07/21/2020,30.2,15.8,23.7,,29.8,0.5,,,8.6,206.83,38.9,10.6,2.4,66.14,Rain
"Budapest, Magyarország",07/22/2020,27.3,17.2,22.5,,27.9,3.5,,,10.5,168.13,,10.4,2.8,73.47,Rain
"Budapest, Magyarország",07/23/2020,27.3,17.6,22.2,,27.3,0.68,,,9.8,112.92,32.4,10.6,2.6,67.18,Rain
"Budapest, Magyarország",07/24/2020,27.6,16.2,20.9,,27.7,3.29,,,14,144.75,36,10.2,4.6,75.89,Rain
"Budapest, Magyarország",07/25/2020,23.2,17.1,19.6,,,33.73,,,14.8,205.29,25.2,9.9,8,84.36,Rain
"Budapest, Magyarország",07/26/2020,27.1,16.2,21.9,,27.7,0.6,,,11.7,142.96,32.4,10.6,6.2,73.88,Rain
"Budapest, Magyarország",07/27/2020,29.4,17.4,23.2,,29.1,0.98,,,13,292.46,25.2,10.4,2.2,66.47,Rain
"Budapest, Magyarország",07/28/2020,31.3,15.7,24.4,,31.9,0.1,,,13.4,150.21,25.2,10.6,0.2,63.14,Rain
"Budapest, Magyarország",07/29/2020,31,20.8,25.9,,31.9,1.53,,,12.2,169.33,25.2,10.6,1.7,61.47,Rain
"Budapest, Magyarország",07/30/2020,31.8,20.8,26.3,,32.7,0.1,,,14.6,239.13,25.2,10.9,0.6,57.74,Rain
"Budapest, Magyarország",07/31/2020,32,17.9,25.7,,31.7,0.1,,,16.3,242.13,36,10.6,0.1,48.77,Rain
"Budapest, Magyarország",08/01/2020,29.4,15.7,23.9,,28,0.1,,,12.7,151.79,31.8,10.7,0,45.94,Rain
"Budapest, Magyarország",08/02/2020,28.4,15,22.4,,27.8,0.2,,,11.4,103.25,,10.6,0.7,53.14,Rain
"Budapest, Magyarország",08/03/2020,28.6,17.8,22.8,,28.5,3.9,,,14.4,105.96,28.8,10.4,2.7,58.14,Rain
"Budapest, Magyarország",08/04/2020,28.3,19.3,22.9,,29.1,16.48,,,12.3,167.38,32.4,10.1,9.1,78.17,Rain
"Budapest, Magyarország",08/05/2020,24.3,17.1,20.9,,,2.64,,,11,260.21,39.6,10.5,9.8,82.35,Rain
"Budapest, Magyarország",08/06/2020,29.8,18.8,24.1,,29.6,0,,,13.1,147.38,28.8,10.6,4.5,65.5,Clear
"Budapest, Magyarország",08/07/2020,31.4,19.9,25.9,,30.9,0,,,14.8,121.04,28.8,10.6,0.6,53.34,Clear
"Budapest, Magyarország",08/08/2020,32.7,20.3,25.9,,32.7,0.2,,,11.9,172.88,25.2,10.6,1.4,59.19,Rain
"Budapest, Magyarország",08/09/2020,32.3,19.5,25.2,,32.8,3,,,11,121.08,40.7,10.6,2.2,68.76,Rain
"Budapest, Magyarország",08/10/2020,31.8,19.7,25.1,,31.5,6.3,,,11.9,185.67,42.5,10.6,4.2,66.2,Rain
"Budapest, Magyarország",08/11/2020,28.8,19.5,22.7,,29.5,19.11,,,13.3,149.5,25.2,10.4,4.9,77.9,Rain
"Budapest, Magyarország",08/12/2020,30.4,17.9,23.9,,29.9,0.2,,,8.4,218.92,,10.5,0.6,64.67,Rain
"Budapest, Magyarország",08/13/2020,30.5,16.8,24,,30.1,0.2,,,11.8,114.74,,10.6,0.5,59.48,Rain
"Budapest, Magyarország",08/14/2020,27.4,19.8,23.1,,27.8,0.92,,,8.6,200.96,,10.8,2,67.6,Rain
"Budapest, Magyarország",08/15/2020,29,18.5,21.9,,29.4,17.23,,,23.2,178.5,32.4,10.5,3.2,77.53,Rain
"Budapest, Magyarország",08/16/2020,27.7,18.3,22,,28.2,9.93,,,7.4,167.58,25.2,10.3,3.7,79.22,Rain
"Budapest, Magyarország",08/17/2020,27.9,18,22.3,,28.7,26.4,,,16.1,133.13,39.6,10.4,8.7,78.86,Rain
"Budapest, Magyarország",08/18/2020,23.9,17.7,20.4,,,14.01,,,8.6,274.71,,8.8,9.3,87.5,Rain
"Budapest, Magyarország",08/19/2020,25.3,18.3,21.6,,,1.1,,,22.7,305.79,36,10.5,5.6,72.53,Rain
"Budapest, Magyarország",08/20/2020,28,16.2,22.1,,27.9,0.2,,,12.3,302.63,25.2,10.6,0.9,67,Rain
"Budapest, Magyarország",08/21/2020,29.8,15.3,22.7,,29.4,0.2,,,10,171.3,29.5,10.6,1,67.78,Rain
"Budapest, Magyarország",08/22/2020,31,16.8,24.1,,30.9,0.1,,,10.6,109.75,25.2,10.6,0.4,64.53,Rain
"Budapest, Magyarország",08/23/2020,26.9,18.6,22.9,,27.1,0.57,,,19.9,312.04,36,10.6,2.5,67.6,Rain
"Budapest, Magyarország",08/24/2020,26.6,15.2,21.4,,,0.2,,,13.4,300.83,25.2,10.6,1.1,59.42,Rain
"Budapest, Magyarország",08/25/2020,26.1,15.8,21.9,,,0,,,16.6,298.92,32.4,10.8,0.3,52.22,Clear
"Budapest, Magyarország",08/26/2020,30.1,12.2,21.3,,29.4,0.1,,,16.8,174.83,50.4,10.6,0.7,61.75,Rain
"Budapest, Magyarország",08/27/2020,25.7,18.9,22.5,,,0,,,30.7,301.71,46.8,10.6,0.9,44.69,Clear
"Budapest, Magyarország",08/28/2020,28.7,12.9,21.1,,28,0,,,13.1,117.33,25.2,10.6,0.5,57.01,Clear
"Budapest, Magyarország",08/29/2020,33.1,17.6,24.9,,33.5,0,,,13,117.33,28.8,13.6,1.2,57.32,Clear
"Budapest, Magyarország",08/30/2020,34,18.9,26.3,,33.3,0,,,14.7,150.04,46.8,17,1,56.09,Clear
"Budapest, Magyarország",08/31/2020,23.9,16.1,20.7,,,0,,,18.5,281.75,41.4,17.1,2.5,60.56,Clear
"Budapest, Magyarország",09/01/2020,20,14.8,16.4,,,19.65,,,29.9,224,32.4,9.9,15.4,86.39,Rain
"Budapest, Magyarország",09/02/2020,21.2,12.3,16.5,,,0,,,19.9,291.5,28.8,10.6,8.4,67.61,Clear
"Budapest, Magyarország",09/03/2020,22.4,9.8,16.5,,,0.2,,,13.1,268.5,25.2,10.6,2.4,69.5,Rain
"Budapest, Magyarország",09/04/2020,25.1,11.1,18.7,,,0,,,15.7,285.75,25.2,10.6,0.1,61.11,Clear
"Budapest, Magyarország",09/05/2020,27.3,12.7,20.3,,27.5,0.1,,,9,155.54,,10.6,0.9,70.81,Rain
"Budapest, Magyarország",09/06/2020,28.1,14,21.7,,28,0.5,,,9.1,199.92,,20,1.8,67.91,Rain
"Budapest, Magyarország",09/07/2020,24.7,16.4,20.4,,,0.1,,,16.1,303.92,28.8,10.6,3.3,70.17,Rain
"Budapest, Magyarország",09/08/2020,24.2,12.5,18,,,0,,,11,287.63,,10.5,6.6,64.36,Clear
"Budapest, Magyarország",09/09/2020,26,8.2,17.6,,,0.1,,,7.5,187.79,,10.7,0,62.26,Rain
"Budapest, Magyarország",09/10/2020,27.3,12,19.8,,26.9,0.1,,,11.5,211.08,25.2,10.6,1,64,Rain
"Budapest, Magyarország",09/11/2020,27.3,14.9,21.1,,27.3,0,,,11.3,64.83,,10.5,1.1,63.35,Clear
"Budapest, Magyarország",09/12/2020,28.8,14.3,21.6,,27.9,0.4,,,6.9,175.08,,10.5,0.7,60.76,Rain
"Budapest, Magyarország",09/13/2020,29.4,15.3,22.3,,28.8,0.3,,,11,300.42,25.2,10.5,0.5,60.22,Rain
"Budapest, Magyarország",09/14/2020,29.8,15.7,22.5,,29,0.5,,,12.7,137.25,,11.3,0.1,61.24,Rain
"Budapest, Magyarország",09/15/2020,30.7,15.7,23,,30.1,0.1,,,13.4,114.54,,10.6,0,61.02,Rain
"Budapest, Magyarország",09/16/2020,29.4,16.2,23.1,,28.8,0.3,,,11.8,99.58,25.2,10.5,0.8,61.35,Rain
"Budapest, Magyarország",09/17/2020,29.6,16.6,22.6,,28.7,9.6,,,15.9,200.21,25.2,10.4,3.9,62.15,Rain
"Budapest, Magyarország",09/18/2020,23.3,11.1,17.6,,,0,,,10.7,114,,10.5,9,46.92,Clear
"Budapest, Magyarország",09/19/2020,22.2,7.8,14.7,8,,0.2,,,11.2,126.79,,10.6,0.6,53.34,Rain
"Budapest, Magyarország",09/20/2020,23.9,10.6,16.9,,,0.2,,,8.2,87.25,,10.6,0.3,52.74,Rain
"Budapest, Magyarország",09/21/2020,25.8,10.2,18.7,,,0.3,,,17.1,94.25,32.4,10.6,0.2,51.92,Rain
"Budapest, Magyarország",09/22/2020,27,11,19.5,,26.5,0.4,,,15.9,84.92,28.8,10.6,0.1,54.04,Rain
"Budapest, Magyarország",09/23/2020,26,14.5,20.1,,,0.49,,,12.1,118.21,25.2,10.6,1.8,62.43,Rain
"Budapest, Magyarország",09/24/2020,25,12.8,18.4,,,0.4,,,10.8,178.42,,10.3,3.8,76.55,Rain
"Budapest, Magyarország",09/25/2020,23.7,14.8,18.9,,,0.48,,,21.5,122.79,32.4,10.4,2.9,72.93,Rain
"Budapest, Magyarország",09/26/2020,16.1,8.9,11.9,7.1,,24.77,,,15.5,254.96,50,10.4,14.1,83.88,Rain
"Budapest, Magyarország",09/27/2020,17.1,6.7,11.5,5.7,,0,,,15.7,217.88,28.8,10.6,5.9,67.32,Clear
"Budapest, Magyarország",09/28/2020,17.8,10.7,13.3,,,8.55,,,20,104,36,9.6,8.4,79.72,Rain
"Budapest, Magyarország",09/29/2020,15.1,11,13,,,0.3,,,18.6,280.25,32.4,9,19.3,81.91,Rain
"Budapest, Magyarország",09/30/2020,16.4,11.6,13.9,,,1.96,,,26.5,301.79,39.6,10.1,15.1,81.88,Rain
"Budapest, Magyarország",10/01/2020,14.8,13,13.8,,,1.48,,,23.3,267.33,36,10.1,15.7,84.83,Rain
"Budapest, Magyarország",10/02/2020,21.6,10.6,15.4,,,0.26,,,14.8,128.08,,8.3,8.9,82.64,Rain
"Budapest, Magyarország",10/03/2020,26.5,13.4,19.5,,,0,,,20.4,115.71,36,10.6,2.6,68.3,Clear
"Budapest, Magyarország",10/04/2020,22,13.1,18.5,,,6.86,,1,23.5,158.46,39.6,10.3,4.9,65.96,Rain
"Budapest, Magyarország",10/05/2020,21.4,10.6,15.3,,,0.1,,,15.9,115.21,28.8,10.3,6.7,75.74,Rain
"Budapest, Magyarország",10/06/2020,21.2,10.2,14.8,,,0,,,12.3,152.04,,10.4,3.4,73.99,Clear
"Budapest, Magyarország",10/07/2020,15.2,10.8,12.6,,,7.18,,,12.3,182.88,,9.5,9,86.03,Rain
"Budapest, Magyarország",10/08/2020,18.1,10.5,13.7,,,0.88,,,22.1,311.92,45.3,10.6,3.1,72.14,Rain
"Budapest, Magyarország",10/09/2020,20.6,6.1,12.6,7.9,,0,,,8.6,246.13,,10.5,0.6,75.79,Clear
"Budapest, Magyarország",10/10/2020,20.1,9.3,14.1,,,0,,,6.8,150.13,,10.4,3.1,79.81,Clear
"Budapest, Magyarország",10/11/2020,14.3,11.3,12.8,,,1.37,,,12.7,246.33,25.2,10.1,20.6,86.45,Rain
"Budapest, Magyarország",10/12/2020,12,7.4,9.4,4.9,,19.03,,,18,239.13,28.8,8.7,24.2,92.86,Rain
"Budapest, Magyarország",10/13/2020,8,5,7.1,0.8,,35.35,,,22.5,301,50.4,8.3,28.3,96.19,"Rain, Partially cloudy"
"Budapest, Magyarország",10/14/2020,12,5.1,7.9,1.3,,15.22,,,19,193.42,32.4,10,18.9,90.37,Rain
"Budapest, Magyarország",10/15/2020,10.4,4.3,8,2.7,,4.04,,,10.9,48.83,,10.1,16.7,91.59,Rain
"Budapest, Magyarország",10/16/2020,10.5,7.6,9.4,6.1,,13.75,,,11.5,179.58,,7.2,28.3,94.72,"Rain, Partially cloudy"
"Budapest, Magyarország",10/17/2020,8.9,6.9,7.9,5.4,,4.33,,,16.9,253.96,25.2,9.6,25.4,91.33,"Rain, Partially cloudy"
"Budapest, Magyarország",10/18/2020,11.9,6.4,8.6,3.2,,0,,,18.4,284.63,25.2,10.4,18.6,76.29,Clear
"Budapest, Magyarország",10/19/2020,11.6,1.8,7.4,5.4,,0.1,,,5.9,179.96,,10.2,10.2,85.09,Rain
"Budapest, Magyarország",10/20/2020,15.1,5.4,9.5,4.4,,0.1,,,17.8,126.04,25.2,10.4,5.3,71.16,Rain
"Budapest, Magyarország",10/21/2020,17.1,4.7,10.2,2.6,,0,,,16.5,122.13,25.2,10.4,8.1,75.51,Clear
"Budapest, Magyarország",10/22/2020,16.9,5.8,10.6,5.1,,0,,,8.8,121.04,,9.3,3,81.72,Clear
"Budapest, Magyarország",10/23/2020,15.3,4.9,9.7,5,,0,,,9,140.21,,6,9.2,91.19,Clear
"Budapest, Magyarország",10/24/2020,14,7.8,10.6,,,0.9,,,8.9,251.25,,4.3,4.4,94.29,Rain
"Budapest, Magyarország",10/25/2020,13.2,11.5,12.5,,,10.35,,,8.6,143.2,,4.6,28.3,97.92,"Rain, Partially cloudy"
"Budapest, Magyarország",10/26/2020,17.6,11.3,13.4,,,0.6,,,17.6,144.63,28.8,7.7,19.2,88.81,Rain
"Budapest, Magyarország",10/27/2020,17.6,9.2,12.5,8.9,,0,,,12.1,89.29,,9.3,2.5,87.71,Clear
"Budapest, Magyarország",10/28/2020,17,7.8,11.3,7.5,,0,,,7.9,155.96,,6.9,2.3,89.75,Clear
"Budapest, Magyarország",10/29/2020,14.7,5.7,9.4,5.9,,2.55,,,17.1,205.91,28.8,5.4,14.3,92.08,Rain
"Budapest, Magyarország",10/30/2020,11.9,6.1,9.3,4,,2.66,,,18,257.92,28.8,8.4,15.7,87.52,Rain
"Budapest, Magyarország",10/31/2020,14.8,7.1,12.1,6.4,,0.67,,,28.4,227.67,53.6,10.5,24.8,86.13,Rain
"Budapest, Magyarország",11/01/2020,11.7,3.3,7.9,2.5,,0.23,,,6.3,110.96,,9.4,20.2,86.45,Rain
"Budapest, Magyarország",11/02/2020,11.9,8.9,10.5,8.5,,5.99,,,7.9,139.5,,4,26.9,97.06,"Rain, Partially cloudy"
"Budapest, Magyarország",11/03/2020,13.9,9.5,11.3,,,0.1,,,5.5,49.13,,4.3,25.2,96.66,"Rain, Partially cloudy"
"Budapest, Magyarország",11/04/2020,14.5,10.5,12.1,,,3.15,,0,14.6,238.33,,5.4,31,95.35,"Rain, Partially cloudy"
"Budapest, Magyarország",11/05/2020,12.3,5,10.1,7.7,,10.31,,,9.6,191.33,,6.9,21.5,93.59,Rain
"Budapest, Magyarország",11/06/2020,11.7,3.6,6.4,2.8,,0.1,,,7.1,222.46,,5.3,12.2,87.83,Rain
"Budapest, Magyarország",11/07/2020,13.3,1.9,6.3,2.9,,0,,,7.1,115.92,,7.2,0.1,85.5,Clear
"Budapest, Magyarország",11/08/2020,11.4,2.4,5.5,0.9,,0,,,6.8,94,,3.8,10.3,92.77,Clear
"Budapest, Magyarország",11/09/2020,12,0.7,5.4,2.9,,0,,,8.1,300.46,,5,1.2,90.69,Clear
"Budapest, Magyarország",11/10/2020,5.7,4,4.7,2.4,,0.2,,,10.8,132.04,,1.3,31.4,98.78,"Rain, Partially cloudy"
"Budapest, Magyarország",11/11/2020,6,3.9,5,2.6,,0.3,,,8.8,81.63,,5,28.5,96.96,"Rain, Partially cloudy"
"Budapest, Magyarország",11/12/2020,6.8,5.1,6,3.1,,0.8,,,8.9,97.13,,8.2,24.1,95.28,Rain
"Budapest, Magyarország",11/13/2020,8.6,5.9,7,6.4,,0.6,,,5.6,168.08,,6.6,27,91.45,"Rain, Partially cloudy"
"Budapest, Magyarország",11/14/2020,8.1,6.8,7.4,5.3,,0,,,8,148.88,,7.3,28.5,89.16,Partially cloudy
